,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
56,0.691,0.082,7,-23.251,0,0.0474,0.934,0.918,0.111,0.163,100.135,audio_features,1MaRKJqqev4YIXo9T80RjI,spotify:track:1MaRKJqqev4YIXo9T80RjI,https://api.spotify.com/v1/tracks/1MaRKJqqev4YIXo9T80RjI,https://api.spotify.com/v1/audio-analysis/1MaRKJqqev4YIXo9T80RjI,172000,4
57,0.434,0.112,10,-20.185,1,0.0381,0.933,0.891,0.113,0.129,93.33,audio_features,4MGE9TUT7mbNMOQBKm5llf,spotify:track:4MGE9TUT7mbNMOQBKm5llf,https://api.spotify.com/v1/tracks/4MGE9TUT7mbNMOQBKm5llf,https://api.spotify.com/v1/audio-analysis/4MGE9TUT7mbNMOQBKm5llf,140027,3
58,0.603,0.191,8,-15.825,1,0.0421,0.892,0.87,0.111,0.402,146.514,audio_features,0iqp8jTppmV9ZeHW7lYU5z,spotify:track:0iqp8jTppmV9ZeHW7lYU5z,https://api.spotify.com/v1/tracks/0iqp8jTppmV9ZeHW7lYU5z,https://api.spotify.com/v1/audio-analysis/0iqp8jTppmV9ZeHW7lYU5z,137213,4
59,0.713,0.293,5,-10.444,0,0.0477,0.905,0.834,0.11,0.407,151.299,audio_features,3YgOdQ2fCVSNeTHGQ8eF91,spotify:track:3YgOdQ2fCVSNeTHGQ8eF91,https://api.spotify.com/v1/tracks/3YgOdQ2fCVSNeTHGQ8eF91,https://api.spotify.com/v1/audio-analysis/3YgOdQ2fCVSNeTHGQ8eF91,160013,4
60,0.53,0.283,5,-11.962,1,0.0367,0.876,0.000141,0.106,0.282,114.982,audio_features,1I9dSqB5XSdwOfn9M8zpRg,spotify:track:1I9dSqB5XSdwOfn9M8zpRg,https://api.spotify.com/v1/tracks/1I9dSqB5XSdwOfn9M8zpRg,https://api.spotify.com/v1/audio-analysis/1I9dSqB5XSdwOfn9M8zpRg,216173,4
61,0.581,0.163,5,-14.686,1,0.0447,0.923,0.0,0.118,0.475,77.748,audio_features,2ndWbjiiNBEOrlfToKlABE,spotify:track:2ndWbjiiNBEOrlfToKlABE,https://api.spotify.com/v1/tracks/2ndWbjiiNBEOrlfToKlABE,https://api.spotify.com/v1/audio-analysis/2ndWbjiiNBEOrlfToKlABE,189400,4
62,0.252,0.314,5,-18.197,0,0.0407,0.942,0.676,0.0892,0.2,75.056,audio_features,0SUDiaR0qm30fXVGPjPvRp,spotify:track:0SUDiaR0qm30fXVGPjPvRp,https://api.spotify.com/v1/tracks/0SUDiaR0qm30fXVGPjPvRp,https://api.spotify.com/v1/audio-analysis/0SUDiaR0qm30fXVGPjPvRp,247808,4
63,0.582,0.0715,7,-23.017,1,0.04,0.962,2.87e-06,0.139,0.235,120.053,audio_features,2OBgZrayUVupeEtt1eu2V4,spotify:track:2OBgZrayUVupeEtt1eu2V4,https://api.spotify.com/v1/tracks/2OBgZrayUVupeEtt1eu2V4,https://api.spotify.com/v1/audio-analysis/2OBgZrayUVupeEtt1eu2V4,304871,3
64,0.235,0.161,8,-16.538,1,0.0316,0.927,0.204,0.104,0.0992,147.887,audio_features,0oirMI8pqPHJiJFTX1LhKh,spotify:track:0oirMI8pqPHJiJFTX1LhKh,https://api.spotify.com/v1/tracks/0oirMI8pqPHJiJFTX1LhKh,https://api.spotify.com/v1/audio-analysis/0oirMI8pqPHJiJFTX1LhKh,225733,3
65,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,audio_features,52Bg6oaos7twR7IUtEpqcE,spotify:track:52Bg6oaos7twR7IUtEpqcE,https://api.spotify.com/v1/tracks/52Bg6oaos7twR7IUtEpqcE,https://api.spotify.com/v1/audio-analysis/52Bg6oaos7twR7IUtEpqcE,141280,3
66,0.252,0.186,7,-17.58,0,0.0373,0.985,0.0974,0.116,0.2,175.799,audio_features,5WaKLQ9m0AgV3jB7JgfXmr,spotify:track:5WaKLQ9m0AgV3jB7JgfXmr,https://api.spotify.com/v1/tracks/5WaKLQ9m0AgV3jB7JgfXmr,https://api.spotify.com/v1/audio-analysis/5WaKLQ9m0AgV3jB7JgfXmr,166364,4
67,0.693,0.327,3,-11.553,0,0.0294,0.637,0.459,0.0991,0.455,160.218,audio_features,35buQskjOPOFqu4oy0vcHD,spotify:track:35buQskjOPOFqu4oy0vcHD,https://api.spotify.com/v1/tracks/35buQskjOPOFqu4oy0vcHD,https://api.spotify.com/v1/audio-analysis/35buQskjOPOFqu4oy0vcHD,252227,4
68,0.441,0.104,6,-22.399,0,0.0459,0.973,0.354,0.119,0.156,120.266,audio_features,4K3RZJ8sWPbv0IedcnEfw6,spotify:track:4K3RZJ8sWPbv0IedcnEfw6,https://api.spotify.com/v1/tracks/4K3RZJ8sWPbv0IedcnEfw6,https://api.spotify.com/v1/audio-analysis/4K3RZJ8sWPbv0IedcnEfw6,279316,4
69,0.615,0.375,2,-14.529,1,0.0376,0.678,0.0769,0.108,0.137,149.937,audio_features,5ijJIf7Z8D3YKTEC4d7x6a,spotify:track:5ijJIf7Z8D3YKTEC4d7x6a,https://api.spotify.com/v1/tracks/5ijJIf7Z8D3YKTEC4d7x6a,https://api.spotify.com/v1/audio-analysis/5ijJIf7Z8D3YKTEC4d7x6a,252160,4
70,0.52,0.113,0,-14.894,1,0.0417,0.893,0.0,0.11,0.202,99.539,audio_features,3ESjXFvI5GUNFoCCg30u5s,spotify:track:3ESjXFvI5GUNFoCCg30u5s,https://api.spotify.com/v1/tracks/3ESjXFvI5GUNFoCCg30u5s,https://api.spotify.com/v1/audio-analysis/3ESjXFvI5GUNFoCCg30u5s,171640,3
71,0.519,0.145,3,-19.581,1,0.0392,0.987,0.0643,0.108,0.487,158.975,audio_features,6Rt6KwuF7I8ZkdZG2G0bYr,spotify:track:6Rt6KwuF7I8ZkdZG2G0bYr,https://api.spotify.com/v1/tracks/6Rt6KwuF7I8ZkdZG2G0bYr,https://api.spotify.com/v1/audio-analysis/6Rt6KwuF7I8ZkdZG2G0bYr,284131,4
72,0.437,0.282,11,-17.455,0,0.0481,0.969,0.00174,0.115,0.163,143.934,audio_features,4dl77NeP009biypEUuEs8u,spotify:track:4dl77NeP009biypEUuEs8u,https://api.spotify.com/v1/tracks/4dl77NeP009biypEUuEs8u,https://api.spotify.com/v1/audio-analysis/4dl77NeP009biypEUuEs8u,221711,4
73,0.551,0.0913,10,-22.134,0,0.0385,0.953,0.418,0.105,0.0611,124.005,audio_features,4D0R0cPruef7gbtp91aFVT,spotify:track:4D0R0cPruef7gbtp91aFVT,https://api.spotify.com/v1/tracks/4D0R0cPruef7gbtp91aFVT,https://api.spotify.com/v1/audio-analysis/4D0R0cPruef7gbtp91aFVT,198479,4
74,0.555,0.12,11,-24.043,1,0.0433,0.973,0.303,0.285,0.672,84.293,audio_features,161iDrAGFqkzeXSaxworBs,spotify:track:161iDrAGFqkzeXSaxworBs,https://api.spotify.com/v1/tracks/161iDrAGFqkzeXSaxworBs,https://api.spotify.com/v1/audio-analysis/161iDrAGFqkzeXSaxworBs,146893,4
75,0.405,0.121,6,-23.169,1,0.0329,0.945,0.00148,0.112,0.347,82.721,audio_features,5LQecKwQNqdf2uKdrJN04v,spotify:track:5LQecKwQNqdf2uKdrJN04v,https://api.spotify.com/v1/tracks/5LQecKwQNqdf2uKdrJN04v,https://api.spotify.com/v1/audio-analysis/5LQecKwQNqdf2uKdrJN04v,160882,4
76,0.572,0.209,2,-14.764,0,0.045,0.907,0.87,0.122,0.159,113.565,audio_features,44mYlTwWlk0k1xOOmFpXdr,spotify:track:44mYlTwWlk0k1xOOmFpXdr,https://api.spotify.com/v1/tracks/44mYlTwWlk0k1xOOmFpXdr,https://api.spotify.com/v1/audio-analysis/44mYlTwWlk0k1xOOmFpXdr,225827,4
